"intnum";"date";"number_int"
168;2021-07-16;1
168;2021-07-19;1
168;2021-08-16;2
168;2021-08-20;1
168;2021-08-22;1
168;2021-08-26;1
169;2021-07-23;2
169;2021-07-27;1
169;2021-07-30;1
169;2021-08-07;1
169;2021-08-08;2
169;2021-08-13;2
170;2021-07-15;1
170;2021-07-16;1
170;2021-07-17;1
170;2021-07-18;1
170;2021-07-19;1
170;2021-08-10;2
170;2021-08-13;1
171;2021-07-13;1
171;2021-07-17;2
171;2021-07-18;1
171;2021-07-19;1
171;2021-08-10;2
171;2021-08-13;1
171;2021-08-15;1
172;2021-08-07;1
172;2021-08-12;1
172;2021-08-13;1
172;2021-09-03;1
172;2021-09-04;2
172;2021-09-05;1
172;2021-09-06;1
172;2021-09-07;1
172;2021-09-08;1
172;2021-09-10;2
173;2021-07-18;1
173;2021-07-19;2
173;2021-07-20;1
173;2021-08-16;2
173;2021-08-22;1
173;2021-08-24;1
174;2021-09-03;1
174;2021-09-04;1
174;2021-09-05;3
174;2021-09-07;1
174;2021-09-15;2
174;2021-09-16;2
174;2021-09-17;2
174;2021-09-20;1
174;2021-09-21;1
174;2021-09-23;1
174;2021-09-25;1
175;2021-09-01;2
175;2021-09-02;1
175;2021-09-05;1
175;2021-09-08;1
175;2021-09-14;1
175;2021-09-15;1
175;2021-09-17;1
175;2021-09-18;1
175;2021-09-20;3
175;2021-09-21;2
176;2021-08-22;2
176;2021-08-24;1
176;2021-08-31;1
176;2021-09-13;1
176;2021-09-14;1
176;2021-09-15;1
176;2021-09-17;2
176;2021-09-18;1
177;2021-08-10;1
177;2021-08-12;1
177;2021-08-13;1
177;2021-08-16;1
177;2021-08-19;1
177;2021-08-20;2
177;2021-08-22;1
178;2021-07-07;1
178;2021-07-08;2
178;2021-07-09;1
178;2021-07-11;2
178;2021-07-16;1
178;2021-07-18;1
178;2021-07-25;1
178;2021-07-26;1
178;2021-07-27;2
178;2021-07-29;1
178;2021-07-31;1
178;2021-08-01;1
178;2021-08-02;1
178;2021-08-07;1
178;2021-08-08;1
178;2021-08-10;1
179;2021-08-09;1
179;2021-08-10;1
179;2021-08-12;1
179;2021-08-13;1
179;2021-08-23;1
179;2021-08-26;3
179;2021-09-03;1
179;2021-09-07;1
179;2021-09-08;2
179;2021-09-09;2
179;2021-09-10;2
179;2021-09-15;1
180;2021-07-25;1
180;2021-07-26;2
180;2021-07-31;1
180;2021-08-14;1
180;2021-08-19;1
180;2021-08-24;1
181;2021-07-15;1
181;2021-07-16;1
181;2021-07-17;1
181;2021-07-20;2
181;2021-07-21;1
181;2021-07-25;1
182;2021-08-10;2
182;2021-08-12;1
182;2021-08-13;1
182;2021-08-17;3
182;2021-08-20;1
182;2021-08-26;1
183;2021-07-14;3
183;2021-07-15;1
183;2021-07-18;1
183;2021-07-25;1
183;2021-07-26;3
183;2021-08-02;1
184;2021-07-08;1
184;2021-07-09;2
184;2021-07-11;1
184;2021-07-12;1
184;2021-07-13;1
184;2021-07-16;1
184;2021-07-18;1
184;2021-07-21;2
184;2021-07-26;1
184;2021-07-27;1
184;2021-08-05;1
184;2021-08-08;1
184;2021-08-09;1
184;2021-08-10;2
184;2021-08-11;1
184;2021-08-12;1
184;2021-08-15;2
185;2021-07-15;1
185;2021-07-17;1
185;2021-07-18;1
185;2021-07-20;2
185;2021-07-23;1
185;2021-07-26;1
185;2021-07-27;1
185;2021-07-29;3
185;2021-07-31;1
185;2021-08-03;1
185;2021-08-05;2
185;2021-08-07;1
185;2021-08-09;1
185;2021-08-10;3
185;2021-08-11;2
185;2021-08-14;1
185;2021-08-18;1
186;2021-07-13;1
186;2021-07-14;1
186;2021-07-16;1
186;2021-07-17;2
186;2021-07-18;1
186;2021-07-19;1
186;2021-07-20;2
186;2021-07-28;1
187;2021-07-15;1
187;2021-07-20;1
187;2021-07-25;1
187;2021-08-15;2
187;2021-08-17;1
187;2021-08-18;1
187;2021-08-27;1
188;2021-07-15;1
188;2021-07-17;2
188;2021-07-20;1
188;2021-08-05;1
188;2021-08-06;3
188;2021-08-08;2
188;2021-08-09;1
188;2021-08-10;1
188;2021-08-11;3
188;2021-08-12;1
188;2021-08-13;1
188;2021-08-17;1
189;2021-07-14;1
189;2021-07-16;1
189;2021-07-20;1
189;2021-08-14;1
189;2021-08-16;1
189;2021-08-19;1
189;2021-08-20;1
189;2021-08-26;1
190;2021-07-21;1
190;2021-07-22;1
190;2021-07-24;1
190;2021-07-25;2
190;2021-08-07;1
190;2021-08-08;1
190;2021-08-09;1
190;2021-08-10;3
190;2021-08-12;2
191;2021-08-06;1
191;2021-08-07;1
191;2021-08-09;1
191;2021-08-10;2
191;2021-08-11;3
191;2021-08-13;1
191;2021-08-14;1
191;2021-08-16;2
191;2021-08-20;1
191;2021-08-21;1
191;2021-08-22;1
191;2021-08-28;1
192;2021-07-24;1
192;2021-07-25;2
192;2021-07-26;1
192;2021-07-31;1
192;2021-08-12;1
192;2021-08-17;2
193;2021-07-09;1
193;2021-07-10;1
193;2021-07-11;1
193;2021-07-14;1
193;2021-07-17;1
193;2021-08-07;1
193;2021-08-08;1
193;2021-08-13;1
193;2021-08-14;1
193;2021-08-16;1
193;2021-08-17;1
194;2021-07-24;1
194;2021-07-26;1
194;2021-07-27;2
194;2021-08-02;2
194;2021-08-03;1
194;2021-08-05;3
194;2021-08-06;2
194;2021-08-07;1
194;2021-08-08;1
194;2021-08-09;1
194;2021-08-10;1
194;2021-08-12;1
194;2021-08-13;1
195;2021-07-08;1
195;2021-07-09;1
195;2021-07-10;1
195;2021-07-15;1
195;2021-07-28;1
195;2021-08-02;1
195;2021-08-03;1
195;2021-08-05;1
195;2021-08-06;2
195;2021-08-07;2
195;2021-08-08;3
195;2021-08-09;1
195;2021-08-10;1
195;2021-08-12;1
196;2021-08-30;1
196;2021-08-31;1
196;2021-09-02;2
196;2021-09-04;1
196;2021-09-06;1
196;2021-09-07;1
196;2021-09-08;1
197;2021-08-09;2
197;2021-08-12;2
197;2021-08-13;5
197;2021-08-17;1
198;2021-07-07;1
198;2021-07-08;1
198;2021-07-10;1
198;2021-07-11;1
198;2021-07-12;4
198;2021-07-13;2
198;2021-07-16;1
198;2021-08-05;1
198;2021-08-07;1
198;2021-08-09;1
198;2021-08-10;1
198;2021-08-11;1
198;2021-08-12;3
199;2021-08-30;1
199;2021-09-02;1
199;2021-09-04;1
199;2021-09-05;1
199;2021-09-07;1
199;2021-09-15;1
199;2021-09-16;2
199;2021-09-18;1
200;2021-07-13;2
200;2021-07-14;1
200;2021-07-17;1
200;2021-08-10;1
200;2021-08-12;1
200;2021-08-13;2
200;2021-08-15;1
201;2021-07-28;3
201;2021-08-01;1
201;2021-08-02;1
201;2021-08-05;1
201;2021-08-06;3
201;2021-08-08;1
201;2021-08-09;2
201;2021-08-10;3
201;2021-08-11;1
201;2021-08-12;1
201;2021-08-14;1
201;2021-08-19;1
202;2021-07-13;1
202;2021-07-14;1
202;2021-07-18;1
202;2021-07-19;2
202;2021-07-28;1
202;2021-07-29;2
202;2021-08-06;1
202;2021-08-07;1
202;2021-08-09;1
202;2021-08-10;1
202;2021-08-12;1
203;2021-07-14;1
203;2021-07-15;2
203;2021-07-20;1
203;2021-07-21;2
203;2021-07-22;1
203;2021-07-24;2
203;2021-07-25;2
203;2021-07-26;1
203;2021-07-28;2
203;2021-08-02;1
203;2021-08-05;3
204;2021-07-22;1
204;2021-07-23;1
204;2021-07-25;1
204;2021-07-26;2
204;2021-08-18;1
204;2021-08-20;1
204;2021-08-21;2
205;2021-07-13;1
205;2021-07-15;1
205;2021-07-16;1
205;2021-07-19;1
205;2021-07-23;1
205;2021-07-26;1
205;2021-07-27;2
205;2021-08-03;1
206;2021-07-13;1
206;2021-07-16;1
206;2021-07-18;1
206;2021-07-19;1
206;2021-07-22;2
206;2021-07-24;2
206;2021-07-25;3
206;2021-07-27;1
206;2021-07-28;1
206;2021-07-31;1
206;2021-08-05;1
206;2021-08-06;1
206;2021-08-09;1
206;2021-08-11;1
207;2021-07-07;1
207;2021-07-12;2
207;2021-07-13;1
207;2021-07-15;1
207;2021-07-31;1
207;2021-08-02;1
207;2021-08-03;1
207;2021-08-05;1
207;2021-08-06;3
207;2021-08-09;2
207;2021-08-10;1
207;2021-08-12;1
207;2021-08-13;1
208;2021-07-10;3
208;2021-07-16;1
208;2021-07-20;1
208;2021-07-21;1
208;2021-07-28;2
208;2021-07-29;2
208;2021-08-02;3
208;2021-08-03;1
208;2021-08-07;1
209;2021-07-16;1
209;2021-07-19;2
209;2021-07-20;1
209;2021-07-21;1
209;2021-07-23;1
209;2021-07-24;1
209;2021-07-26;1
209;2021-07-31;1
210;2021-07-07;1
210;2021-07-11;2
210;2021-07-13;2
210;2021-07-21;2
210;2021-07-22;1
210;2021-07-24;1
210;2021-07-29;1
211;2021-07-14;1
211;2021-07-17;1
211;2021-07-21;1
211;2021-07-22;1
211;2021-07-27;1
211;2021-07-28;3
211;2021-07-29;2
211;2021-08-01;1
211;2021-08-05;1
211;2021-08-06;2
211;2021-08-08;1
211;2021-08-09;2
211;2021-08-11;2
211;2021-08-13;1
212;2021-07-07;1
212;2021-07-10;1
212;2021-07-12;1
212;2021-07-13;1
212;2021-07-21;2
212;2021-07-25;1
212;2021-07-26;1
212;2021-07-31;1
213;2021-09-03;1
213;2021-09-09;1
214;2021-07-08;1
214;2021-07-09;1
214;2021-07-12;1
214;2021-07-14;1
215;2021-07-11;1
215;2021-07-12;1
215;2021-07-13;1
215;2021-07-18;1
216;2021-07-15;1
216;2021-07-16;1
216;2021-07-17;3
216;2021-08-20;1
216;2021-08-21;2
216;2021-08-22;1
217;2021-07-13;1
217;2021-07-15;1
217;2021-07-16;1
217;2021-07-18;1
217;2021-07-19;1
217;2021-07-23;3
217;2021-07-26;1
218;2021-07-07;1
218;2021-07-08;1
218;2021-07-11;1
218;2021-07-15;1
219;2021-08-17;1
219;2021-08-20;1
219;2021-08-21;1
219;2021-08-22;1
219;2021-08-23;1
